lat,lon,depth,chlor,temp,-50,-100,-150,-200,-250,-300,-350,-400,-450,-500
35.5,-165.5,-5795.28,0.0422,20.14,0.05064,0.07596,0.03798,0.008440000000000001,0.004220000000000001,0.0021100000000000003,0.001688,0.001266,0.000844,0.000422
35.5,-164.5,-5795.28,0.0452,21.45,0.05424,0.08136,0.04068,0.00904,0.00452,0.00226,0.001808,0.0013559999999999998,0.000904,0.000452
35.5,-163.5,-5700.79,0.0502,20.72,0.06024,0.09036000000000001,0.045180000000000005,0.01004,0.00502,0.00251,0.0020080000000000002,0.001506,0.0010040000000000001,0.0005020000000000001
35.5,-162.5,-6047.24,0.052,21.31,0.0624,0.0936,0.0468,0.0104,0.0052,0.0026,0.00208,0.00156,0.00104,0.00052
35.5,-161.5,-5889.76,0.0342,21.16,0.04104,0.061560000000000004,0.030780000000000002,0.006840000000000001,0.0034200000000000003,0.0017100000000000001,0.001368,0.001026,0.000684,0.000342
35.5,-160.5,-5763.78,0.052,21.02,0.0624,0.0936,0.0468,0.0104,0.0052,0.0026,0.00208,0.00156,0.00104,0.00052
35.5,-159.5,-5795.28,0.0485,21.31,0.0582,0.0873,0.04365,0.0097,0.00485,0.002425,0.00194,0.001455,0.00097,0.000485
35.5,-158.5,-5795.28,0.0502,21.02,0.06024,0.09036000000000001,0.045180000000000005,0.01004,0.00502,0.00251,0.0020080000000000002,0.001506,0.0010040000000000001,0.0005020000000000001
35.5,-157.5,-5795.28,0.0437,22.33,0.05244,0.07866000000000001,0.039330000000000004,0.008740000000000001,0.004370000000000001,0.0021850000000000003,0.0017480000000000002,0.001311,0.0008740000000000001,0.00043700000000000005
35.5,-156.5,-5795.28,0.0452,21.31,0.05424,0.08136,0.04068,0.00904,0.00452,0.00226,0.001808,0.0013559999999999998,0.000904,0.000452
35.5,-155.5,-5700.79,0.052,21.16,0.0624,0.0936,0.0468,0.0104,0.0052,0.0026,0.00208,0.00156,0.00104,0.00052
35.5,-154.5,-5637.8,0.0502,20.72,0.06024,0.09036000000000001,0.045180000000000005,0.01004,0.00502,0.00251,0.0020080000000000002,0.001506,0.0010040000000000001,0.0005020000000000001
35.5,-153.5,-5700.79,0.0452,20.43,0.05424,0.08136,0.04068,0.00904,0.00452,0.00226,0.001808,0.0013559999999999998,0.000904,0.000452
35.5,-152.5,-5606.3,0.0485,20.72,0.0582,0.0873,0.04365,0.0097,0.00485,0.002425,0.00194,0.001455,0.00097,0.000485
35.5,-151.5,-5606.3,0.0485,20.58,0.0582,0.0873,0.04365,0.0097,0.00485,0.002425,0.00194,0.001455,0.00097,0.000485
35.5,-150.5,-5606.3,0.0485,20.14,0.0582,0.0873,0.04365,0.0097,0.00485,0.002425,0.00194,0.001455,0.00097,0.000485
35.5,-149.5,-5511.81,0.052,21.02,0.0624,0.0936,0.0468,0.0104,0.0052,0.0026,0.00208,0.00156,0.00104,0.00052
35.5,-148.5,-5480.31,0.0485,21.02,0.0582,0.0873,0.04365,0.0097,0.00485,0.002425,0.00194,0.001455,0.00097,0.000485
35.5,-147.5,-5417.32,0.052,21.02,0.0624,0.0936,0.0468,0.0104,0.0052,0.0026,0.00208,0.00156,0.00104,0.00052
35.5,-146.5,-5417.32,0.0539,21.16,0.06468,0.09702000000000001,0.048510000000000005,0.010780000000000001,0.005390000000000001,0.0026950000000000003,0.0021560000000000004,0.001617,0.0010780000000000002,0.0005390000000000001
35.5,-145.5,-5259.84,0.0558,20.58,0.06696,0.10044,0.05022,0.011160000000000002,0.005580000000000001,0.0027900000000000004,0.002232,0.001674,0.001116,0.000558
35.5,-144.5,-5196.85,0.0485,20.58,0.0582,0.0873,0.04365,0.0097,0.00485,0.002425,0.00194,0.001455,0.00097,0.000485
35.5,-143.5,-5385.83,0.0539,20.29,0.06468,0.09702000000000001,0.048510000000000005,0.010780000000000001,0.005390000000000001,0.0026950000000000003,0.0021560000000000004,0.001617,0.0010780000000000002,0.0005390000000000001
35.5,-142.5,-5385.83,0.0502,19.56,0.06024,0.09036000000000001,0.045180000000000005,0.01004,0.00502,0.00251,0.0020080000000000002,0.001506,0.0010040000000000001,0.0005020000000000001
35.5,-141.5,-5354.33,0.0558,19.7,0.06696,0.10044,0.05022,0.011160000000000002,0.005580000000000001,0.0027900000000000004,0.002232,0.001674,0.001116,0.000558
35.5,-140.5,-5291.34,0.0578,19.27,0.06935999999999999,0.10404,0.05202,0.01156,0.00578,0.00289,0.002312,0.0017339999999999999,0.001156,0.000578
35.5,-139.5,-5228.35,0.0539,18.69,0.06468,0.09702000000000001,0.048510000000000005,0.010780000000000001,0.005390000000000001,0.0026950000000000003,0.0021560000000000004,0.001617,0.0010780000000000002,0.0005390000000000001
35.5,-138.5,-5196.85,0.0437,18.39,0.05244,0.07866000000000001,0.039330000000000004,0.008740000000000001,0.004370000000000001,0.0021850000000000003,0.0017480000000000002,0.001311,0.0008740000000000001,0.00043700000000000005
35.5,-137.5,-5228.35,0.052,17.96,0.0624,0.0936,0.0468,0.0104,0.0052,0.0026,0.00208,0.00156,0.00104,0.00052
35.5,-136.5,-5070.87,0.0599,17.96,0.07188,0.10782,0.05391,0.011980000000000001,0.0059900000000000005,0.0029950000000000003,0.002396,0.001797,0.001198,0.000599
35.5,-135.5,-5196.85,0.0485,17.37,0.0582,0.0873,0.04365,0.0097,0.00485,0.002425,0.00194,0.001455,0.00097,0.000485
35.5,-134.5,-5133.86,0.0765,17.67,0.09179999999999999,0.1377,0.06885,0.015300000000000001,0.0076500000000000005,0.0038250000000000003,0.0030600000000000002,0.0022949999999999997,0.0015300000000000001,0.0007650000000000001
35.5,-133.5,-5133.86,0.0502,18.39,0.06024,0.09036000000000001,0.045180000000000005,0.01004,0.00502,0.00251,0.0020080000000000002,0.001506,0.0010040000000000001,0.0005020000000000001
35.5,-132.5,-5070.87,0.0665,17.96,0.0798,0.11970000000000001,0.05985000000000001,0.013300000000000001,0.0066500000000000005,0.0033250000000000003,0.00266,0.0019950000000000002,0.00133,0.000665
35.5,-131.5,-5070.87,0.0714,16.79,0.08568,0.12852000000000002,0.06426000000000001,0.014280000000000001,0.0071400000000000005,0.0035700000000000003,0.0028560000000000005,0.0021420000000000002,0.0014280000000000002,0.0007140000000000001
35.5,-130.5,-4944.88,0.1166,15.48,0.13992,0.20987999999999998,0.10493999999999999,0.02332,0.01166,0.00583,0.004664,0.003498,0.002332,0.001166
35.5,-129.5,-4755.91,0.1296,15.48,0.15552,0.23328,0.11664,0.02592,0.01296,0.00648,0.005184,0.0038879999999999995,0.002592,0.001296
35.5,-128.5,-4724.41,0.139,14.9,0.1668,0.25020000000000003,0.12510000000000002,0.027800000000000005,0.013900000000000003,0.006950000000000001,0.005560000000000001,0.00417,0.0027800000000000004,0.0013900000000000002
35.5,-127.5,-4755.91,0.1251,15.04,0.15011999999999998,0.22518,0.11259,0.02502,0.01251,0.006255,0.005004,0.0037529999999999994,0.002502,0.001251
35.5,-126.5,-4692.91,0.1251,14.61,0.15011999999999998,0.22518,0.11259,0.02502,0.01251,0.006255,0.005004,0.0037529999999999994,0.002502,0.001251
35.5,-125.5,-4598.43,0.1544,14.75,0.18528,0.27792,0.13896,0.030880000000000005,0.015440000000000002,0.007720000000000001,0.006176000000000001,0.004632,0.0030880000000000005,0.0015440000000000002
35.5,-123.5,-3716.54,0.1544,15.48,0.18528,0.27792,0.13896,0.030880000000000005,0.015440000000000002,0.007720000000000001,0.006176000000000001,0.004632,0.0030880000000000005,0.0015440000000000002
35.5,-122.5,-3590.55,0.1777,15.33,0.21323999999999999,0.31986,0.15993,0.03554,0.01777,0.008885,0.007108,0.005331,0.003554,0.001777
35.5,-121.5,-755.91,0.8927,14.46,1.07124,1.6068600000000002,0.8034300000000001,0.17854000000000003,0.08927000000000002,0.04463500000000001,0.035708000000000004,0.026781,0.017854000000000002,0.008927000000000001
35.5,-75.5,0.0,2.5581,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,-74.5,-2236.22,0.0642,27.43,0.07703999999999998,0.11556,0.05778,0.012839999999999999,0.0064199999999999995,0.0032099999999999997,0.002568,0.0019259999999999998,0.001284,0.000642
35.5,-73.5,-3496.06,0.062,24.66,0.0744,0.1116,0.0558,0.012400000000000001,0.006200000000000001,0.0031000000000000003,0.00248,0.0018599999999999999,0.00124,0.00062
35.5,-72.5,-4094.49,0.0502,24.37,0.06024,0.09036000000000001,0.045180000000000005,0.01004,0.00502,0.00251,0.0020080000000000002,0.001506,0.0010040000000000001,0.0005020000000000001
35.5,-71.5,-4251.97,0.052,23.78,0.0624,0.0936,0.0468,0.0104,0.0052,0.0026,0.00208,0.00156,0.00104,0.00052
35.5,-70.5,-4472.44,0.0558,23.06,0.06696,0.10044,0.05022,0.011160000000000002,0.005580000000000001,0.0027900000000000004,0.002232,0.001674,0.001116,0.000558
35.5,-69.5,-4881.89,0.0539,23.93,0.06468,0.09702000000000001,0.048510000000000005,0.010780000000000001,0.005390000000000001,0.0026950000000000003,0.0021560000000000004,0.001617,0.0010780000000000002,0.0005390000000000001
35.5,-68.5,-5007.87,0.0642,24.22,0.07703999999999998,0.11556,0.05778,0.012839999999999999,0.0064199999999999995,0.0032099999999999997,0.002568,0.0019259999999999998,0.001284,0.000642
35.5,-67.5,-5070.87,0.0558,24.37,0.06696,0.10044,0.05022,0.011160000000000002,0.005580000000000001,0.0027900000000000004,0.002232,0.001674,0.001116,0.000558
35.5,-66.5,-5007.87,0.0642,24.07,0.07703999999999998,0.11556,0.05778,0.012839999999999999,0.0064199999999999995,0.0032099999999999997,0.002568,0.0019259999999999998,0.001284,0.000642
35.5,-65.5,-5007.87,0.0912,24.07,0.10944,0.16416,0.08208,0.018240000000000003,0.009120000000000001,0.004560000000000001,0.003648,0.002736,0.001824,0.000912
35.5,-64.5,-5007.87,0.0642,22.04,0.07703999999999998,0.11556,0.05778,0.012839999999999999,0.0064199999999999995,0.0032099999999999997,0.002568,0.0019259999999999998,0.001284,0.000642
35.5,-63.5,-5039.37,0.0558,22.47,0.06696,0.10044,0.05022,0.011160000000000002,0.005580000000000001,0.0027900000000000004,0.002232,0.001674,0.001116,0.000558
35.5,-62.5,-5007.87,0.0539,22.62,0.06468,0.09702000000000001,0.048510000000000005,0.010780000000000001,0.005390000000000001,0.0026950000000000003,0.0021560000000000004,0.001617,0.0010780000000000002,0.0005390000000000001
35.5,-61.5,-4850.39,0.0578,21.45,0.06935999999999999,0.10404,0.05202,0.01156,0.00578,0.00289,0.002312,0.0017339999999999999,0.001156,0.000578
35.5,-60.5,-4787.4,0.0599,23.06,0.07188,0.10782,0.05391,0.011980000000000001,0.0059900000000000005,0.0029950000000000003,0.002396,0.001797,0.001198,0.000599
35.5,-59.5,-4818.9,0.0599,22.47,0.07188,0.10782,0.05391,0.011980000000000001,0.0059900000000000005,0.0029950000000000003,0.002396,0.001797,0.001198,0.000599
35.5,-58.5,-5039.37,0.0821,22.47,0.09852000000000001,0.14778000000000002,0.07389000000000001,0.01642,0.00821,0.004105,0.0032840000000000005,0.002463,0.0016420000000000002,0.0008210000000000001
35.5,-57.5,-5354.33,0.0714,22.47,0.08568,0.12852000000000002,0.06426000000000001,0.014280000000000001,0.0071400000000000005,0.0035700000000000003,0.0028560000000000005,0.0021420000000000002,0.0014280000000000002,0.0007140000000000001
35.5,-56.5,-4976.38,0.0665,22.76,0.0798,0.11970000000000001,0.05985000000000001,0.013300000000000001,0.0066500000000000005,0.0033250000000000003,0.00266,0.0019950000000000002,0.00133,0.000665
35.5,-55.5,-5417.32,0.0979,22.47,0.11748,0.17622000000000002,0.08811000000000001,0.01958,0.00979,0.004895,0.003916,0.002937,0.001958,0.000979
35.5,-54.5,-5448.82,0.0558,22.91,0.06696,0.10044,0.05022,0.011160000000000002,0.005580000000000001,0.0027900000000000004,0.002232,0.001674,0.001116,0.000558
35.5,-53.5,-5511.81,0.052,23.78,0.0624,0.0936,0.0468,0.0104,0.0052,0.0026,0.00208,0.00156,0.00104,0.00052
35.5,-52.5,-5385.83,0.0765,23.64,0.09179999999999999,0.1377,0.06885,0.015300000000000001,0.0076500000000000005,0.0038250000000000003,0.0030600000000000002,0.0022949999999999997,0.0015300000000000001,0.0007650000000000001
35.5,-51.5,-3937.01,0.1014,23.35,0.12168,0.18252000000000002,0.09126000000000001,0.020280000000000003,0.010140000000000001,0.005070000000000001,0.004056000000000001,0.003042,0.0020280000000000003,0.0010140000000000001
35.5,-50.5,-5165.35,0.0793,22.76,0.09516,0.14274,0.07137,0.01586,0.00793,0.003965,0.003172,0.0023789999999999996,0.001586,0.000793
35.5,-49.5,-5102.36,0.0714,23.35,0.08568,0.12852000000000002,0.06426000000000001,0.014280000000000001,0.0071400000000000005,0.0035700000000000003,0.0028560000000000005,0.0021420000000000002,0.0014280000000000002,0.0007140000000000001
35.5,-48.5,-5133.86,0.0765,22.91,0.09179999999999999,0.1377,0.06885,0.015300000000000001,0.0076500000000000005,0.0038250000000000003,0.0030600000000000002,0.0022949999999999997,0.0015300000000000001,0.0007650000000000001
35.5,-47.5,-4409.45,0.0945,22.76,0.1134,0.1701,0.08505,0.0189,0.00945,0.004725,0.00378,0.002835,0.00189,0.000945
35.5,-46.5,-5007.87,0.0765,23.35,0.09179999999999999,0.1377,0.06885,0.015300000000000001,0.0076500000000000005,0.0038250000000000003,0.0030600000000000002,0.0022949999999999997,0.0015300000000000001,0.0007650000000000001
35.5,-45.5,-4661.42,0.0881,21.89,0.10572,0.15858,0.07929,0.01762,0.00881,0.004405,0.003524,0.002643,0.001762,0.000881
35.5,-44.5,-4535.43,0.139,22.91,0.1668,0.25020000000000003,0.12510000000000002,0.027800000000000005,0.013900000000000003,0.006950000000000001,0.005560000000000001,0.00417,0.0027800000000000004,0.0013900000000000002
35.5,-43.5,-4094.49,0.1342,22.91,0.16104000000000002,0.24156000000000002,0.12078000000000001,0.026840000000000003,0.013420000000000001,0.006710000000000001,0.005368,0.004026,0.002684,0.001342
35.5,-42.5,-4062.99,0.1342,22.18,0.16104000000000002,0.24156000000000002,0.12078000000000001,0.026840000000000003,0.013420000000000001,0.006710000000000001,0.005368,0.004026,0.002684,0.001342
35.5,-41.5,-4000.0,0.1974,21.45,0.23687999999999998,0.35531999999999997,0.17765999999999998,0.03948,0.01974,0.00987,0.007896,0.005921999999999999,0.003948,0.001974
35.5,-40.5,-4000.0,0.1974,21.02,0.23687999999999998,0.35531999999999997,0.17765999999999998,0.03948,0.01974,0.00987,0.007896,0.005921999999999999,0.003948,0.001974
35.5,-39.5,-3496.06,0.1906,21.45,0.22871999999999998,0.34308,0.17154,0.03812,0.01906,0.00953,0.007624,0.005717999999999999,0.003812,0.001906
35.5,-38.5,-3496.06,0.1906,21.6,0.22871999999999998,0.34308,0.17154,0.03812,0.01906,0.00953,0.007624,0.005717999999999999,0.003812,0.001906
35.5,-37.5,-3401.57,0.1657,21.6,0.19884,0.29825999999999997,0.14912999999999998,0.033139999999999996,0.016569999999999998,0.008284999999999999,0.006627999999999999,0.004971,0.0033139999999999997,0.0016569999999999998
35.5,-36.5,-2929.13,0.1251,21.89,0.15011999999999998,0.22518,0.11259,0.02502,0.01251,0.006255,0.005004,0.0037529999999999994,0.002502,0.001251
35.5,-35.5,-2456.69,0.0979,21.74,0.11748,0.17622000000000002,0.08811000000000001,0.01958,0.00979,0.004895,0.003916,0.002937,0.001958,0.000979
35.5,-34.5,-2866.14,0.0665,22.04,0.0798,0.11970000000000001,0.05985000000000001,0.013300000000000001,0.0066500000000000005,0.0033250000000000003,0.00266,0.0019950000000000002,0.00133,0.000665
35.5,-33.5,-2015.75,0.105,21.6,0.126,0.189,0.0945,0.021,0.0105,0.00525,0.0042,0.0031499999999999996,0.0021,0.00105
35.5,-32.5,-2960.63,0.0821,21.74,0.09852000000000001,0.14778000000000002,0.07389000000000001,0.01642,0.00821,0.004105,0.0032840000000000005,0.002463,0.0016420000000000002,0.0008210000000000001
35.5,-31.5,-2992.13,0.0793,21.45,0.09516,0.14274,0.07137,0.01586,0.00793,0.003965,0.003172,0.0023789999999999996,0.001586,0.000793
35.5,-30.5,-2992.13,0.0665,21.89,0.0798,0.11970000000000001,0.05985000000000001,0.013300000000000001,0.0066500000000000005,0.0033250000000000003,0.00266,0.0019950000000000002,0.00133,0.000665
35.5,-29.5,-3118.11,0.0642,21.89,0.07703999999999998,0.11556,0.05778,0.012839999999999999,0.0064199999999999995,0.0032099999999999997,0.002568,0.0019259999999999998,0.001284,0.000642
35.5,-28.5,-3496.06,0.062,22.04,0.0744,0.1116,0.0558,0.012400000000000001,0.006200000000000001,0.0031000000000000003,0.00248,0.0018599999999999999,0.00124,0.00062
35.5,-27.5,-3023.62,0.0599,21.6,0.07188,0.10782,0.05391,0.011980000000000001,0.0059900000000000005,0.0029950000000000003,0.002396,0.001797,0.001198,0.000599
35.5,-26.5,-3685.04,0.0599,22.33,0.07188,0.10782,0.05391,0.011980000000000001,0.0059900000000000005,0.0029950000000000003,0.002396,0.001797,0.001198,0.000599
35.5,-25.5,-4000.0,0.0821,21.74,0.09852000000000001,0.14778000000000002,0.07389000000000001,0.01642,0.00821,0.004105,0.0032840000000000005,0.002463,0.0016420000000000002,0.0008210000000000001
35.5,-24.5,-4346.46,0.0599,21.74,0.07188,0.10782,0.05391,0.011980000000000001,0.0059900000000000005,0.0029950000000000003,0.002396,0.001797,0.001198,0.000599
35.5,-23.5,-4503.94,0.0502,21.89,0.06024,0.09036000000000001,0.045180000000000005,0.01004,0.00502,0.00251,0.0020080000000000002,0.001506,0.0010040000000000001,0.0005020000000000001
35.5,-22.5,-4503.94,0.0539,21.6,0.06468,0.09702000000000001,0.048510000000000005,0.010780000000000001,0.005390000000000001,0.0026950000000000003,0.0021560000000000004,0.001617,0.0010780000000000002,0.0005390000000000001
35.5,-21.5,-5007.87,0.0558,21.6,0.06696,0.10044,0.05022,0.011160000000000002,0.005580000000000001,0.0027900000000000004,0.002232,0.001674,0.001116,0.000558
35.5,-20.5,-5007.87,0.0599,20.87,0.07188,0.10782,0.05391,0.011980000000000001,0.0059900000000000005,0.0029950000000000003,0.002396,0.001797,0.001198,0.000599
35.5,-19.5,-5007.87,0.0558,21.6,0.06696,0.10044,0.05022,0.011160000000000002,0.005580000000000001,0.0027900000000000004,0.002232,0.001674,0.001116,0.000558
35.5,-18.5,-5007.87,0.0539,22.18,0.06468,0.09702000000000001,0.048510000000000005,0.010780000000000001,0.005390000000000001,0.0026950000000000003,0.0021560000000000004,0.001617,0.0010780000000000002,0.0005390000000000001
35.5,-17.5,-4503.94,0.0578,22.47,0.06935999999999999,0.10404,0.05202,0.01156,0.00578,0.00289,0.002312,0.0017339999999999999,0.001156,0.000578
35.5,-16.5,-3527.56,0.0558,22.91,0.06696,0.10044,0.05022,0.011160000000000002,0.005580000000000001,0.0027900000000000004,0.002232,0.001674,0.001116,0.000558
35.5,-15.5,-2740.16,0.0558,21.6,0.06696,0.10044,0.05022,0.011160000000000002,0.005580000000000001,0.0027900000000000004,0.002232,0.001674,0.001116,0.000558
35.5,-14.5,-4346.46,0.0642,21.16,0.07703999999999998,0.11556,0.05778,0.012839999999999999,0.0064199999999999995,0.0032099999999999997,0.002568,0.0019259999999999998,0.001284,0.000642
35.5,-13.5,-4881.89,0.0578,21.16,0.06935999999999999,0.10404,0.05202,0.01156,0.00578,0.00289,0.002312,0.0017339999999999999,0.001156,0.000578
35.5,-12.5,-4188.98,0.0599,21.31,0.07188,0.10782,0.05391,0.011980000000000001,0.0059900000000000005,0.0029950000000000003,0.002396,0.001797,0.001198,0.000599
35.5,-11.5,-4913.39,0.0689,20.87,0.08268,0.12402,0.06201,0.01378,0.00689,0.003445,0.002756,0.002067,0.001378,0.000689
35.5,-10.5,-4157.48,0.0642,21.74,0.07703999999999998,0.11556,0.05778,0.012839999999999999,0.0064199999999999995,0.0032099999999999997,0.002568,0.0019259999999999998,0.001284,0.000642
35.5,-9.5,-3779.53,0.0665,21.74,0.0798,0.11970000000000001,0.05985000000000001,0.013300000000000001,0.0066500000000000005,0.0033250000000000003,0.00266,0.0019950000000000002,0.00133,0.000665
35.5,-8.5,-2519.69,0.062,22.33,0.0744,0.1116,0.0558,0.012400000000000001,0.006200000000000001,0.0031000000000000003,0.00248,0.0018599999999999999,0.00124,0.00062
35.5,-7.5,-1291.34,0.0714,22.62,0.08568,0.12852000000000002,0.06426000000000001,0.014280000000000001,0.0071400000000000005,0.0035700000000000003,0.0028560000000000005,0.0021420000000000002,0.0014280000000000002,0.0007140000000000001
35.5,-6.5,-283.46,0.1014,22.33,0.12168,0.18252000000000002,0.09126000000000001,0.020280000000000003,0.010140000000000001,0.0,0.0,0.0,0.0,0.0
35.5,-4.5,-503.94,0.139,22.76,0.1668,0.25020000000000003,0.12510000000000002,0.027800000000000005,0.013900000000000003,0.006950000000000001,0.005560000000000001,0.00417,0.0027800000000000004,0.0013900000000000002
35.5,-3.5,-724.41,0.2272,21.45,0.27264,0.40896000000000005,0.20448000000000002,0.04544000000000001,0.022720000000000004,0.011360000000000002,0.009088,0.006816,0.004544,0.002272
35.5,-2.5,-220.47,0.1657,22.18,0.19884,0.29825999999999997,0.14912999999999998,0.033139999999999996,0.0,0.0,0.0,0.0,0.0,0.0
35.5,-1.5,-220.47,0.144,22.62,0.17279999999999998,0.2592,0.1296,0.0288,0.0,0.0,0.0,0.0,0.0,0.0
35.5,11.5,-62.99,0.0979,23.93,0.11748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,12.5,-31.5,0.0979,22.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,13.5,-598.43,0.0739,22.47,0.08868,0.13302,0.06651,0.01478,0.00739,0.003695,0.002956,0.002217,0.001478,0.000739
35.5,14.5,-409.45,0.0881,22.76,0.10572,0.15858,0.07929,0.01762,0.00881,0.004405,0.003524,0.002643,0.0,0.0
35.5,15.5,-377.95,0.0979,23.2,0.11748,0.17622000000000002,0.08811000000000001,0.01958,0.00979,0.004895,0.003916,0.0,0.0,0.0
35.5,16.5,-3181.1,0.085,23.35,0.10200000000000001,0.15300000000000002,0.07650000000000001,0.017,0.0085,0.00425,0.0034000000000000002,0.00255,0.0017000000000000001,0.0008500000000000001
35.5,17.5,-3937.01,0.0665,24.22,0.0798,0.11970000000000001,0.05985000000000001,0.013300000000000001,0.0066500000000000005,0.0033250000000000003,0.00266,0.0019950000000000002,0.00133,0.000665
35.5,18.5,-4000.0,0.0599,23.49,0.07188,0.10782,0.05391,0.011980000000000001,0.0059900000000000005,0.0029950000000000003,0.002396,0.001797,0.001198,0.000599
35.5,19.5,-3212.6,0.0714,23.2,0.08568,0.12852000000000002,0.06426000000000001,0.014280000000000001,0.0071400000000000005,0.0035700000000000003,0.0028560000000000005,0.0021420000000000002,0.0014280000000000002,0.0007140000000000001
35.5,20.5,-3023.62,0.0765,23.2,0.09179999999999999,0.1377,0.06885,0.015300000000000001,0.0076500000000000005,0.0038250000000000003,0.0030600000000000002,0.0022949999999999997,0.0015300000000000001,0.0007650000000000001
35.5,21.5,-3527.56,0.0739,23.64,0.08868,0.13302,0.06651,0.01478,0.00739,0.003695,0.002956,0.002217,0.001478,0.000739
35.5,22.5,-4094.49,0.0881,23.06,0.10572,0.15858,0.07929,0.01762,0.00881,0.004405,0.003524,0.002643,0.001762,0.000881
35.5,23.5,-976.38,0.0979,22.18,0.11748,0.17622000000000002,0.08811000000000001,0.01958,0.00979,0.004895,0.003916,0.002937,0.001958,0.000979
35.5,24.5,-472.44,0.0912,23.78,0.10944,0.16416,0.08208,0.018240000000000003,0.009120000000000001,0.004560000000000001,0.003648,0.002736,0.001824,0.0
35.5,25.5,-346.46,0.0945,23.06,0.1134,0.1701,0.08505,0.0189,0.00945,0.004725,0.0,0.0,0.0,0.0
35.5,26.5,-787.4,0.0793,22.33,0.09516,0.14274,0.07137,0.01586,0.00793,0.003965,0.003172,0.0023789999999999996,0.001586,0.000793
35.5,27.5,-1291.34,0.0689,23.2,0.08268,0.12402,0.06201,0.01378,0.00689,0.003445,0.002756,0.002067,0.001378,0.000689
35.5,28.5,-3559.06,0.0739,23.78,0.08868,0.13302,0.06651,0.01478,0.00739,0.003695,0.002956,0.002217,0.001478,0.000739
35.5,29.5,-1826.77,0.0689,24.37,0.08268,0.12402,0.06201,0.01378,0.00689,0.003445,0.002756,0.002067,0.001378,0.000689
35.5,30.5,-1417.32,0.0689,24.8,0.08268,0.12402,0.06201,0.01378,0.00689,0.003445,0.002756,0.002067,0.001378,0.000689
35.5,31.5,-2456.69,0.0599,25.39,0.07188,0.10782,0.05391,0.011980000000000001,0.0059900000000000005,0.0029950000000000003,0.002396,0.001797,0.001198,0.000599
35.5,32.5,-1763.78,0.062,24.95,0.0744,0.1116,0.0558,0.012400000000000001,0.006200000000000001,0.0031000000000000003,0.00248,0.0018599999999999999,0.00124,0.00062
35.5,33.5,-787.4,0.0714,24.66,0.08568,0.12852000000000002,0.06426000000000001,0.014280000000000001,0.0071400000000000005,0.0035700000000000003,0.0028560000000000005,0.0021420000000000002,0.0014280000000000002,0.0007140000000000001
35.5,34.5,-566.93,0.052,25.09,0.0624,0.0936,0.0468,0.0104,0.0052,0.0026,0.00208,0.00156,0.00104,0.00052
35.5,35.5,-1133.86,0.0642,24.66,0.07703999999999998,0.11556,0.05778,0.012839999999999999,0.0064199999999999995,0.0032099999999999997,0.002568,0.0019259999999999998,0.001284,0.000642
35.5,120.5,0.0,0.8619,20.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,121.5,-31.5,0.6285,20.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,122.5,-31.5,0.5274,21.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,123.5,-31.5,0.4583,22.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,124.5,-62.99,0.3342,22.18,0.40104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,125.5,-31.5,0.8035,21.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,129.5,-62.99,0.5859,20.87,0.7030799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,130.5,-188.98,0.1599,21.31,0.19187999999999997,0.28781999999999996,0.14390999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,131.5,-125.98,0.1599,21.6,0.19187999999999997,0.28781999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,132.5,-125.98,0.2524,21.89,0.30288,0.45432000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,140.5,0.0,0.5274,21.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,141.5,-1637.8,0.1208,24.22,0.14496,0.21744000000000002,0.10872000000000001,0.02416,0.01208,0.00604,0.004832,0.003624,0.002416,0.001208
35.5,142.5,-6834.65,0.1087,22.18,0.13044,0.19566,0.09783,0.021740000000000002,0.010870000000000001,0.005435000000000001,0.004348,0.003261,0.002174,0.001087
35.5,143.5,-5637.8,0.1544,23.35,0.18528,0.27792,0.13896,0.030880000000000005,0.015440000000000002,0.007720000000000001,0.006176000000000001,0.004632,0.0030880000000000005,0.0015440000000000002
35.5,144.5,-5921.26,0.1657,22.62,0.19884,0.29825999999999997,0.14912999999999998,0.033139999999999996,0.016569999999999998,0.008284999999999999,0.006627999999999999,0.004971,0.0033139999999999997,0.0016569999999999998
